study_id,participant,age_in_years,sex,species,sessions,trial,lottery,exchange,reward_obtained,visible_probability_of_gain,real_probability_of_gain,cover_position,number_large_visible_rewards,level_of_information,previous_rewards
romain2021non,pini,23,f,orangutan,10,11,18,yes,large,"0,5","0,33",cover_middle,2,ambiguous,medium
romain2021non,pini,23,f,orangutan,10,12,12,yes,large,"0,67","0,67",no_cover,4,risk,large
romain2021non,pini,23,f,orangutan,10,13,23,no,medium,0,"0,17",cover_left,0,ambiguous,large
romain2021non,pini,23,f,orangutan,10,14,2,yes,large,1,1,cover_right,4,ambiguous,medium
romain2021non,pini,23,f,orangutan,10,15,1,yes,large,1,1,no_cover,6,risk,none
romain2021non,pini,23,f,orangutan,10,16,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,large
romain2021non,pini,23,f,orangutan,10,17,24,no,medium,"0,17","0,17",no_cover,1,risk,large
romain2021non,pini,23,f,orangutan,10,18,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,medium
romain2021non,pini,23,f,orangutan,10,19,3,yes,large,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,pini,23,f,orangutan,10,20,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,large
romain2021non,pini,23,f,orangutan,10,21,27,no,medium,0,0,cover_left,0,ambiguous,large
romain2021non,pini,23,f,orangutan,10,22,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,medium
romain2021non,pini,23,f,orangutan,10,23,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,medium
romain2021non,pini,23,f,orangutan,10,24,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,pini,23,f,orangutan,10,25,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,small
romain2021non,pini,23,f,orangutan,10,26,5,yes,small,1,"0,83",cover_right,4,ambiguous,large
romain2021non,pini,23,f,orangutan,10,27,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,small
romain2021non,pini,23,f,orangutan,10,28,9,yes,large,1,"0,67",cover_right,4,ambiguous,small
romain2021non,pini,23,f,orangutan,11,1,9,yes,large,1,"0,67",cover_right,4,ambiguous,none
romain2021non,pini,23,f,orangutan,11,2,20,yes,small,"0,33","0,33",no_cover,2,risk,large
romain2021non,pini,23,f,orangutan,11,3,4,yes,large,1,1,cover_left,4,predictability_advantageous,small
romain2021non,pini,23,f,orangutan,11,4,8,yes,large,"0,83","0,83",no_cover,5,risk,large
romain2021non,pini,23,f,orangutan,11,5,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,large
romain2021non,pini,23,f,orangutan,11,6,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,large
romain2021non,pini,23,f,orangutan,11,7,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,pini,23,f,orangutan,11,8,11,yes,small,"0,5","0,67",cover_left,2,predictability_advantageous,small
romain2021non,pini,23,f,orangutan,11,9,16,yes,small,"0,5","0,5",no_cover,3,risk,small
romain2021non,pini,23,f,orangutan,11,10,5,yes,large,1,"0,83",cover_right,4,ambiguous,small
romain2021non,pini,23,f,orangutan,11,11,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,large
romain2021non,pini,23,f,orangutan,11,12,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,large
romain2021non,pini,23,f,orangutan,11,13,12,yes,large,"0,67","0,67",no_cover,4,risk,medium
romain2021non,pini,23,f,orangutan,11,14,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,large
romain2021non,pini,23,f,orangutan,11,15,23,no,medium,0,"0,17",cover_left,0,ambiguous,none
romain2021non,pini,23,f,orangutan,11,16,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,medium
romain2021non,pini,23,f,orangutan,11,17,19,no,medium,0,"0,33",cover_left,0,ambiguous,large
romain2021non,pini,23,f,orangutan,11,18,24,no,medium,"0,17","0,17",no_cover,1,risk,medium
romain2021non,pini,23,f,orangutan,11,19,28,no,medium,0,0,no_cover,0,risk,medium
romain2021non,pini,23,f,orangutan,11,20,21,no,medium,"0,25","0,17",cover_right,1,predictability_disadvantageous,medium
romain2021non,pini,23,f,orangutan,11,21,22,yes,large,"0,25","0,17",cover_middle,1,predictability_disadvantageous,medium
romain2021non,pini,23,f,orangutan,11,22,1,yes,large,1,1,no_cover,6,risk,large
romain2021non,pini,23,f,orangutan,11,23,3,yes,large,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,pini,23,f,orangutan,11,24,2,yes,large,1,1,cover_right,4,ambiguous,large
romain2021non,pini,23,f,orangutan,11,25,27,no,medium,0,0,cover_left,0,ambiguous,large
romain2021non,pini,23,f,orangutan,11,26,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,medium
romain2021non,pini,23,f,orangutan,11,27,14,yes,large,"0,5","0,5",cover_middle,2,ambiguous,small
romain2021non,pini,23,f,orangutan,11,28,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,large
romain2021non,pini,23,f,orangutan,12,1,4,yes,large,1,1,cover_left,4,predictability_advantageous,none
romain2021non,pini,23,f,orangutan,12,2,20,no,medium,"0,33","0,33",no_cover,2,risk,large
romain2021non,pini,23,f,orangutan,12,3,22,no,medium,"0,25","0,17",cover_middle,1,predictability_disadvantageous,medium
romain2021non,pini,23,f,orangutan,12,4,6,yes,small,1,"0,83",cover_middle,3,predictability_advantageous,medium
romain2021non,pini,23,f,orangutan,12,5,28,no,medium,0,0,no_cover,0,risk,small
romain2021non,pini,23,f,orangutan,12,6,3,yes,large,1,1,cover_middle,4,predictability_advantageous,medium
romain2021non,pini,23,f,orangutan,12,7,9,yes,small,1,"0,67",cover_right,4,ambiguous,large
romain2021non,pini,23,f,orangutan,12,8,2,yes,large,1,1,cover_right,4,ambiguous,small
romain2021non,pini,23,f,orangutan,12,9,12,yes,large,"0,67","0,67",no_cover,4,risk,large
romain2021non,pini,23,f,orangutan,12,10,24,no,medium,"0,17","0,17",no_cover,1,risk,large
romain2021non,pini,23,f,orangutan,12,11,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,medium
romain2021non,pini,23,f,orangutan,12,12,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,medium
romain2021non,pini,23,f,orangutan,12,13,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,large
romain2021non,pini,23,f,orangutan,12,14,27,no,medium,0,0,cover_left,0,ambiguous,large
romain2021non,pini,23,f,orangutan,12,15,15,no,medium,"0,25","0,5",cover_left,1,predictability_advantageous,none
romain2021non,pini,23,f,orangutan,12,16,21,no,medium,"0,25","0,17",cover_right,1,predictability_disadvantageous,medium
romain2021non,pini,23,f,orangutan,12,17,18,no,medium,"0,5","0,33",cover_middle,2,ambiguous,medium
romain2021non,pini,23,f,orangutan,12,18,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,medium
romain2021non,pini,23,f,orangutan,12,19,14,yes,large,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,pini,23,f,orangutan,12,20,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,large
romain2021non,pini,23,f,orangutan,12,21,10,yes,small,"0,5","0,67",cover_middle,2,ambiguous,medium
romain2021non,pini,23,f,orangutan,12,22,5,yes,large,1,"0,83",cover_right,4,ambiguous,small
romain2021non,pini,23,f,orangutan,12,23,19,no,medium,0,"0,33",cover_left,0,ambiguous,large
romain2021non,pini,23,f,orangutan,12,24,16,yes,large,"0,5","0,5",no_cover,3,risk,medium
romain2021non,pini,23,f,orangutan,12,25,8,yes,large,"0,83","0,83",no_cover,5,risk,large
romain2021non,pini,23,f,orangutan,12,26,23,no,medium,0,"0,17",cover_left,0,ambiguous,large
romain2021non,pini,23,f,orangutan,12,27,1,yes,large,1,1,no_cover,6,risk,medium
romain2021non,pini,23,f,orangutan,12,28,17,no,medium,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,pini,23,f,orangutan,13,1,23,no,medium,0,"0,17",cover_left,0,ambiguous,none
romain2021non,pini,23,f,orangutan,13,2,3,yes,large,1,1,cover_middle,4,predictability_advantageous,medium
romain2021non,pini,23,f,orangutan,13,3,21,no,medium,"0,25","0,17",cover_right,1,predictability_disadvantageous,large
romain2021non,pini,23,f,orangutan,13,4,14,yes,small,"0,5","0,5",cover_middle,2,ambiguous,medium
romain2021non,pini,23,f,orangutan,13,5,28,no,medium,0,0,no_cover,0,risk,small
romain2021non,pini,23,f,orangutan,13,6,11,no,medium,"0,5","0,67",cover_left,2,predictability_advantageous,medium
romain2021non,pini,23,f,orangutan,13,7,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,medium
romain2021non,pini,23,f,orangutan,13,8,4,yes,large,1,1,cover_left,4,predictability_advantageous,large
romain2021non,pini,23,f,orangutan,13,9,2,yes,large,1,1,cover_right,4,ambiguous,large
romain2021non,pini,23,f,orangutan,13,10,6,yes,small,1,"0,83",cover_middle,3,predictability_advantageous,large
romain2021non,pini,23,f,orangutan,13,11,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,small
romain2021non,pini,23,f,orangutan,13,12,12,yes,small,"0,67","0,67",no_cover,4,risk,small
romain2021non,pini,23,f,orangutan,13,13,19,no,medium,0,"0,33",cover_left,0,ambiguous,small
romain2021non,pini,23,f,orangutan,13,14,24,no,medium,"0,17","0,17",no_cover,1,risk,medium
romain2021non,pini,23,f,orangutan,13,15,9,yes,small,1,"0,67",cover_right,4,ambiguous,none
romain2021non,pini,23,f,orangutan,13,16,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,small
romain2021non,pini,23,f,orangutan,13,17,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,large
romain2021non,pini,23,f,orangutan,13,18,13,yes,small,"0,75","0,5",cover_right,3,predictability_disadvantageous,medium
romain2021non,pini,23,f,orangutan,13,19,20,yes,small,"0,33","0,33",no_cover,2,risk,small
romain2021non,pini,23,f,orangutan,13,20,5,yes,large,1,"0,83",cover_right,4,ambiguous,small
romain2021non,pini,23,f,orangutan,13,21,1,yes,large,1,1,no_cover,6,risk,large
romain2021non,pini,23,f,orangutan,13,22,17,no,medium,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,pini,23,f,orangutan,13,23,27,no,medium,0,0,cover_left,0,ambiguous,medium
romain2021non,pini,23,f,orangutan,13,24,22,no,medium,"0,25","0,17",cover_middle,1,predictability_disadvantageous,medium
romain2021non,pini,23,f,orangutan,13,25,16,yes,small,"0,5","0,5",no_cover,3,risk,medium
romain2021non,pini,23,f,orangutan,13,26,8,yes,large,"0,83","0,83",no_cover,5,risk,small
romain2021non,pini,23,f,orangutan,13,27,15,no,medium,"0,25","0,5",cover_left,1,predictability_advantageous,large
romain2021non,pini,23,f,orangutan,13,28,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,medium
romain2021non,pini,23,f,orangutan,14,1,22,no,medium,"0,25","0,17",cover_middle,1,predictability_disadvantageous,none
romain2021non,pini,23,f,orangutan,14,2,17,no,medium,"0,5","0,33",cover_right,2,predictability_disadvantageous,medium
romain2021non,pini,23,f,orangutan,14,3,28,no,medium,0,0,no_cover,0,risk,medium
romain2021non,pini,23,f,orangutan,14,4,11,yes,small,"0,5","0,67",cover_left,2,predictability_advantageous,medium
romain2021non,pini,23,f,orangutan,14,5,2,yes,large,1,1,cover_right,4,ambiguous,small
romain2021non,pini,23,f,orangutan,14,6,27,no,medium,0,0,cover_left,0,ambiguous,large
romain2021non,pini,23,f,orangutan,14,7,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,medium
romain2021non,pini,23,f,orangutan,14,8,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,medium
romain2021non,pini,23,f,orangutan,14,9,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,large
romain2021non,pini,23,f,orangutan,14,10,5,yes,large,1,"0,83",cover_right,4,ambiguous,medium
romain2021non,pini,23,f,orangutan,14,11,19,no,medium,0,"0,33",cover_left,0,ambiguous,large
romain2021non,pini,23,f,orangutan,14,12,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,medium
romain2021non,pini,23,f,orangutan,14,13,23,yes,small,0,"0,17",cover_left,0,ambiguous,small
romain2021non,pini,23,f,orangutan,14,14,10,yes,small,"0,5","0,67",cover_middle,2,ambiguous,small
romain2021non,pini,23,f,orangutan,14,15,14,no,medium,"0,5","0,5",cover_middle,2,ambiguous,none
romain2021non,pini,23,f,orangutan,14,16,3,yes,large,1,1,cover_middle,4,predictability_advantageous,medium
romain2021non,pini,23,f,orangutan,14,17,12,yes,large,"0,67","0,67",no_cover,4,risk,large
romain2021non,pini,23,f,orangutan,14,18,15,no,medium,"0,25","0,5",cover_left,1,predictability_advantageous,large
romain2021non,pini,23,f,orangutan,14,19,24,no,medium,"0,17","0,17",no_cover,1,risk,medium
romain2021non,pini,23,f,orangutan,14,20,20,yes,large,"0,33","0,33",no_cover,2,risk,medium
romain2021non,pini,23,f,orangutan,14,21,8,yes,large,"0,83","0,83",no_cover,5,risk,large
romain2021non,pini,23,f,orangutan,14,22,9,yes,small,1,"0,67",cover_right,4,ambiguous,large
romain2021non,pini,23,f,orangutan,14,23,16,yes,large,"0,5","0,5",no_cover,3,risk,small
romain2021non,pini,23,f,orangutan,14,24,13,yes,small,"0,75","0,5",cover_right,3,predictability_disadvantageous,large
romain2021non,pini,23,f,orangutan,14,25,4,yes,large,1,1,cover_left,4,predictability_advantageous,small
romain2021non,pini,23,f,orangutan,14,26,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,large
romain2021non,pini,23,f,orangutan,14,27,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,small
romain2021non,pini,23,f,orangutan,14,28,1,yes,large,1,1,no_cover,6,risk,large
romain2021non,pini,23,f,orangutan,15,1,27,no,medium,0,0,cover_left,0,ambiguous,none
romain2021non,pini,23,f,orangutan,15,2,12,yes,large,"0,67","0,67",no_cover,4,risk,medium
romain2021non,pini,23,f,orangutan,15,3,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,pini,23,f,orangutan,15,4,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,small
romain2021non,pini,23,f,orangutan,15,5,14,no,medium,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,pini,23,f,orangutan,15,6,11,yes,small,"0,5","0,67",cover_left,2,predictability_advantageous,medium
romain2021non,pini,23,f,orangutan,15,7,13,yes,small,"0,75","0,5",cover_right,3,predictability_disadvantageous,small
romain2021non,pini,23,f,orangutan,15,8,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,small
romain2021non,pini,23,f,orangutan,15,9,24,no,medium,"0,17","0,17",no_cover,1,risk,medium
romain2021non,pini,23,f,orangutan,15,10,9,yes,large,1,"0,67",cover_right,4,ambiguous,medium
romain2021non,pini,23,f,orangutan,15,11,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,large
romain2021non,pini,23,f,orangutan,15,12,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,pini,23,f,orangutan,15,13,1,yes,large,1,1,no_cover,6,risk,large
romain2021non,pini,23,f,orangutan,15,14,3,yes,large,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,pini,23,f,orangutan,15,15,19,no,medium,0,"0,33",cover_left,0,ambiguous,none
romain2021non,pini,23,f,orangutan,15,16,28,no,medium,0,0,no_cover,0,risk,medium
romain2021non,pini,23,f,orangutan,15,17,8,yes,small,"0,83","0,83",no_cover,5,risk,medium
romain2021non,pini,23,f,orangutan,15,18,4,yes,large,1,1,cover_left,4,predictability_advantageous,small
romain2021non,pini,23,f,orangutan,15,19,20,no,medium,"0,33","0,33",no_cover,2,risk,large
romain2021non,pini,23,f,orangutan,15,20,5,yes,small,1,"0,83",cover_right,4,ambiguous,medium
romain2021non,pini,23,f,orangutan,15,21,2,yes,large,1,1,cover_right,4,ambiguous,small
romain2021non,pini,23,f,orangutan,15,22,22,no,medium,"0,25","0,17",cover_middle,1,predictability_disadvantageous,large
romain2021non,pini,23,f,orangutan,15,23,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,medium
romain2021non,pini,23,f,orangutan,15,24,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,large
romain2021non,pini,23,f,orangutan,15,25,21,no,medium,"0,25","0,17",cover_right,1,predictability_disadvantageous,small
romain2021non,pini,23,f,orangutan,15,26,16,yes,large,"0,5","0,5",no_cover,3,risk,medium
romain2021non,pini,23,f,orangutan,15,27,23,no,medium,0,"0,17",cover_left,0,ambiguous,large
romain2021non,pini,23,f,orangutan,15,28,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,medium
romain2021non,pini,23,f,orangutan,16,1,12,yes,small,"0,67","0,67",no_cover,4,risk,none
romain2021non,pini,23,f,orangutan,16,2,11,yes,small,"0,5","0,67",cover_left,2,predictability_advantageous,small
romain2021non,pini,23,f,orangutan,16,3,14,yes,small,"0,5","0,5",cover_middle,2,ambiguous,small
romain2021non,pini,23,f,orangutan,16,4,4,yes,large,1,1,cover_left,4,predictability_advantageous,small
romain2021non,pini,23,f,orangutan,16,5,27,no,medium,0,0,cover_left,0,ambiguous,large
romain2021non,pini,23,f,orangutan,16,6,13,yes,small,"0,75","0,5",cover_right,3,predictability_disadvantageous,medium
romain2021non,pini,23,f,orangutan,16,7,15,yes,small,"0,25","0,5",cover_left,1,predictability_advantageous,small
romain2021non,pini,23,f,orangutan,16,8,6,no,medium,1,"0,83",cover_middle,3,predictability_advantageous,small
romain2021non,pini,23,f,orangutan,16,9,2,yes,large,1,1,cover_right,4,ambiguous,medium
romain2021non,pini,23,f,orangutan,16,10,9,yes,large,1,"0,67",cover_right,4,ambiguous,large
romain2021non,pini,23,f,orangutan,16,11,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,large
romain2021non,pini,23,f,orangutan,16,12,21,no,medium,"0,25","0,17",cover_right,1,predictability_disadvantageous,medium
romain2021non,pini,23,f,orangutan,16,13,22,no,medium,"0,25","0,17",cover_middle,1,predictability_disadvantageous,medium
romain2021non,pini,23,f,orangutan,16,14,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,medium
romain2021non,pini,23,f,orangutan,16,15,19,no,medium,0,"0,33",cover_left,0,ambiguous,none
romain2021non,pini,23,f,orangutan,16,16,1,yes,large,1,1,no_cover,6,risk,medium
romain2021non,pini,23,f,orangutan,16,17,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,large
romain2021non,pini,23,f,orangutan,16,18,20,no,medium,"0,33","0,33",no_cover,2,risk,medium
romain2021non,pini,23,f,orangutan,16,19,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,medium
romain2021non,pini,23,f,orangutan,16,20,23,no,medium,0,"0,17",cover_left,0,ambiguous,large
romain2021non,pini,23,f,orangutan,16,21,17,no,medium,"0,5","0,33",cover_right,2,predictability_disadvantageous,medium
romain2021non,pini,23,f,orangutan,16,22,8,yes,large,"0,83","0,83",no_cover,5,risk,medium
romain2021non,pini,23,f,orangutan,16,23,24,no,medium,"0,17","0,17",no_cover,1,risk,large
romain2021non,pini,23,f,orangutan,16,24,16,yes,large,"0,5","0,5",no_cover,3,risk,medium
romain2021non,pini,23,f,orangutan,16,25,28,no,medium,0,0,no_cover,0,risk,large
romain2021non,pini,23,f,orangutan,16,26,5,yes,large,1,"0,83",cover_right,4,ambiguous,medium
romain2021non,pini,23,f,orangutan,16,27,10,yes,small,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,pini,23,f,orangutan,16,28,3,yes,large,1,1,cover_middle,4,predictability_advantageous,small
romain2021non,pini,23,f,orangutan,17,1,24,no,medium,"0,17","0,17",no_cover,1,risk,none
romain2021non,pini,23,f,orangutan,17,2,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,medium
romain2021non,pini,23,f,orangutan,17,3,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,large
romain2021non,pini,23,f,orangutan,17,4,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,large
romain2021non,pini,23,f,orangutan,17,5,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,pini,23,f,orangutan,17,6,14,yes,large,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,pini,23,f,orangutan,17,7,2,yes,large,1,1,cover_right,4,ambiguous,large
romain2021non,pini,23,f,orangutan,17,8,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,large
